1478934644.000000
1.000000
90.00
77.00
71.67
66.00
64.40
61.67
60.14
59.50
59.11
59.00
58.73
58.42
58.46
58.64
58.93
59.00
59.76
60.50
61.32
62.05
62.76
63.32
63.96
64.42
64.96
65.54
66.30
67.68
68.86
69.90
70.81
71.62
72.36
73.03
73.66
74.25
74.84
75.39
75.92
76.43
76.88
77.29
77.67
78.05
78.40
78.65
78.91
79.19
79.49
79.80
80.10
80.38
80.64
80.87
81.24
81.57
81.89
82.21
82.49
82.77
82.90
83.45
84.03
84.80
85.43
86.25
87.05
87.82
88.60
89.37
90.18
91.02
91.77
92.47
93.13
93.85
94.37
94.88
95.37
95.85
96.32
96.82
97.27
97.75
98.17
98.53
98.78
98.72
98.70
98.72
98.78
98.90
99.05
99.23
99.43
99.65
99.85
100.03
100.22
100.40
100.57
100.75
100.93
101.10
101.25
101.48
101.68
101.85
102.00
102.13
102.30
102.47
102.65
102.85
102.92
103.02
103.10
103.18
103.28
103.38
103.50
103.62
103.73
103.85
103.93
104.03
104.08
104.08
104.03
103.95
103.85
103.75
103.70
103.67
103.60
103.57
103.55
103.53
103.50
103.43
103.32
103.17
103.13
