1478932402.000000, IBI
9.672318,0.593777
10.266095,0.593777
10.891124,0.625029
11.531778,0.640654
12.156806,0.625029
12.844338,0.687531
13.453741,0.609403
19.579021,0.625029
23.188561,0.703157
23.922970,0.734409
34.345322,0.546900
34.876596,0.531274
35.423496,0.546900
35.970397,0.546900
36.579799,0.609403
37.267331,0.687531
38.017365,0.750034
38.798651,0.781286
39.564311,0.765660
40.267468,0.703157
41.048754,0.781286
41.876917,0.828163
42.689454,0.812537
43.470740,0.781286
44.205148,0.734409
44.877054,0.671906
45.548960,0.671906
46.267743,0.718783
46.955274,0.687531
47.658432,0.703157
48.345963,0.687531
49.017869,0.671906
49.674149,0.656280
50.455435,0.781286
51.096089,0.640654
51.814872,0.718783
52.455526,0.640654
53.158683,0.703157
53.846215,0.687531
54.518121,0.671906
55.158775,0.640654
55.815055,0.656280
56.486961,0.671906
57.221369,0.734409
57.940152,0.718783
58.627684,0.687531
59.377718,0.750034
60.112127,0.734409
60.877787,0.765660
61.643447,0.765660
62.393481,0.750034
63.081012,0.687531
63.768544,0.687531
64.471701,0.703157
65.159233,0.687531
65.831138,0.671906
66.487418,0.656280
67.174950,0.687531
67.815604,0.640654
68.503136,0.687531
69.221919,0.718783
69.878199,0.656280
70.550104,0.671906
71.206384,0.656280
71.862664,0.656280
72.518945,0.656280
73.175225,0.656280
73.862756,0.687531
74.550287,0.687531
75.237819,0.687531
75.925350,0.687531
76.597256,0.671906
77.269162,0.671906
77.894191,0.625029
78.534845,0.640654
79.159873,0.625029
79.816154,0.656280
80.441182,0.625029
81.050585,0.609403
81.659988,0.609403
82.285017,0.625029
82.925671,0.640654
83.597577,0.671906
84.316360,0.718783
85.003891,0.687531
85.707048,0.703157
86.378954,0.671906
87.050860,0.671906
87.769643,0.718783
88.316543,0.546900
88.941571,0.625029
89.550974,0.609403
90.113500,0.562526
90.785406,0.671906
91.301054,0.515649
91.972960,0.671906
94.769963,0.609403
95.394992,0.625029
96.020020,0.625029
96.660675,0.640654
97.285703,0.625029
97.941983,0.656280
98.567012,0.625029
99.160789,0.593777
99.770192,0.609403
100.363969,0.593777
100.957746,0.593777
101.582775,0.625029
102.239055,0.656280
102.895335,0.656280
103.614118,0.718783
104.348526,0.734409
105.114187,0.765660
105.864221,0.750034
106.692384,0.828163
107.395541,0.703157
108.067447,0.671906
108.708101,0.640654
109.333130,0.625029
109.958158,0.625029
110.583187,0.625029
111.192590,0.609403
111.801993,0.609403
112.473898,0.671906
113.083301,0.609403
113.755207,0.671906
114.380236,0.625029
114.974013,0.593777
115.567790,0.593777
116.177193,0.609403
116.786596,0.609403
117.364747,0.578151
117.864770,0.500023
118.474173,0.609403
119.052325,0.578151
119.677353,0.625029
120.271130,0.593777
120.880533,0.609403
121.474310,0.593777
122.021210,0.546900
122.630613,0.609403
123.224391,0.593777
123.818168,0.593777
124.396319,0.578151
124.990096,0.593777
125.599499,0.609403
126.224528,0.625029
126.849556,0.625029
127.443334,0.593777
128.052737,0.609403
